Room,Pot,Species,Room1,CO2_treatment,Temperature,measurement_temperature,water_treatment,PARi,Photo,Ci
7,514,E. saligna,7,640,elevated,28,wet,1499,16.4,472
7,514,E. saligna,7,640,elevated,28,wet,1200,16.7,479
7,514,E. saligna,7,640,elevated,28,wet,899,16.4,491
7,514,E. saligna,7,640,elevated,28,wet,699,16.8,490
7,514,E. saligna,7,640,elevated,28,wet,500,16.1,495
7,514,E. saligna,7,640,elevated,28,wet,298,13.8,512
7,514,E. saligna,7,640,elevated,28,wet,199,11.6,526
7,514,E. saligna,7,640,elevated,28,wet,99,6.9,563
7,514,E. saligna,7,640,elevated,28,wet,60,5.15,574
7,514,E. saligna,7,640,elevated,28,wet,30,3.13,592
7,514,E. saligna,7,640,elevated,28,wet,0,0.69,622
7,514,E. saligna,7,640,elevated,34,wet,1501,14.9,449
7,514,E. saligna,7,640,elevated,34,wet,1200,16.6,464
7,514,E. saligna,7,640,elevated,34,wet,900,16.5,489
7,514,E. saligna,7,640,elevated,34,wet,700,16,505
7,514,E. saligna,7,640,elevated,34,wet,500,14.7,523
7,514,E. saligna,7,640,elevated,34,wet,300,12.1,543
7,514,E. saligna,7,640,elevated,34,wet,201,8.93,567
7,514,E. saligna,7,640,elevated,34,wet,99,4.11,594
7,514,E. saligna,7,640,elevated,34,wet,60,2.5,606
7,514,E. saligna,7,640,elevated,34,wet,30,0.85,617
7,514,E. saligna,7,640,elevated,34,wet,0,-0.49,627
7,528,E. saligna,7,640,elevated,28,wet,1501,11.4,477
7,528,E. saligna,7,640,elevated,28,wet,1201,10.6,487
7,528,E. saligna,7,640,elevated,28,wet,900,10.4,488
7,528,E. saligna,7,640,elevated,28,wet,700,10.8,485
7,528,E. saligna,7,640,elevated,28,wet,500,9.97,495
7,528,E. saligna,7,640,elevated,28,wet,299,8.37,515
7,528,E. saligna,7,640,elevated,28,wet,200,7.38,529
7,528,E. saligna,7,640,elevated,28,wet,100,4.03,573
7,528,E. saligna,7,640,elevated,28,wet,61,2.11,600
7,528,E. saligna,7,640,elevated,28,wet,30,0.3,627
7,528,E. saligna,7,640,elevated,28,wet,1,-0.85,647
7,528,E. saligna,7,640,elevated,34,wet,1499,11.1,439
7,528,E. saligna,7,640,elevated,34,wet,1201,12,450
7,528,E. saligna,7,640,elevated,34,wet,899,12.2,468
7,528,E. saligna,7,640,elevated,34,wet,699,11.8,482
7,528,E. saligna,7,640,elevated,34,wet,499,11.4,492
7,528,E. saligna,7,640,elevated,34,wet,300,10.3,502
7,528,E. saligna,7,640,elevated,34,wet,200,8.13,524
7,528,E. saligna,7,640,elevated,34,wet,100,4.29,566
7,528,E. saligna,7,640,elevated,34,wet,60,2.71,584
7,528,E. saligna,7,640,elevated,34,wet,31,0.94,607
7,528,E. saligna,7,640,elevated,34,wet,0,-1.01,644
6,477,E. saligna,6,280,elevated,28,wet,1500,8.7,233
6,477,E. saligna,6,280,elevated,28,wet,1200,8.37,232
6,477,E. saligna,6,280,elevated,28,wet,899,8.35,229
6,477,E. saligna,6,280,elevated,28,wet,700,7.93,229
6,477,E. saligna,6,280,elevated,28,wet,500,7.57,226
6,477,E. saligna,6,280,elevated,28,wet,300,6.75,230
6,477,E. saligna,6,280,elevated,28,wet,199,5.69,236
6,477,E. saligna,6,280,elevated,28,wet,100,3.5,251
6,477,E. saligna,6,280,elevated,28,wet,60,2.13,261
6,477,E. saligna,6,280,elevated,28,wet,30,0.65,271
6,477,E. saligna,6,280,elevated,28,wet,0,-0.66,282
6,477,E. saligna,6,280,elevated,34,wet,1499,7.22,217
6,477,E. saligna,6,280,elevated,34,wet,1199,7.18,215
6,477,E. saligna,6,280,elevated,34,wet,900,7.33,209
6,477,E. saligna,6,280,elevated,34,wet,700,6.71,214
6,477,E. saligna,6,280,elevated,34,wet,501,6.56,214
6,477,E. saligna,6,280,elevated,34,wet,300,5.62,219
6,477,E. saligna,6,280,elevated,34,wet,200,4.7,225
6,477,E. saligna,6,280,elevated,34,wet,100,3.04,241
6,477,E. saligna,6,280,elevated,34,wet,60,1.43,256
6,477,E. saligna,6,280,elevated,34,wet,30,0.52,266
6,477,E. saligna,6,280,elevated,34,wet,0,-1.05,283
6,459,E. saligna,6,280,elevated,28,wet,1499,11.7,231
6,459,E. saligna,6,280,elevated,28,wet,1201,11.5,229
6,459,E. saligna,6,280,elevated,28,wet,900,11,229
6,459,E. saligna,6,280,elevated,28,wet,701,10.7,229
6,459,E. saligna,6,280,elevated,28,wet,500,10.1,230
6,459,E. saligna,6,280,elevated,28,wet,301,7.84,237
6,459,E. saligna,6,280,elevated,28,wet,199,6.18,246
6,459,E. saligna,6,280,elevated,28,wet,99,3.2,260
6,459,E. saligna,6,280,elevated,28,wet,60,1.87,266
6,459,E. saligna,6,280,elevated,28,wet,30,0.57,274
6,459,E. saligna,6,280,elevated,28,wet,1,-1.5,285
6,459,E. saligna,6,280,elevated,34,wet,1499,10.9,220
6,459,E. saligna,6,280,elevated,34,wet,1200,11.3,218
6,459,E. saligna,6,280,elevated,34,wet,900,11,221
6,459,E. saligna,6,280,elevated,34,wet,699,10.6,223
6,459,E. saligna,6,280,elevated,34,wet,499,9.67,227
6,459,E. saligna,6,280,elevated,34,wet,300,7.89,235
6,459,E. saligna,6,280,elevated,34,wet,200,5.73,244
6,459,E. saligna,6,280,elevated,34,wet,99,2.58,260
6,459,E. saligna,6,280,elevated,34,wet,60,1.31,267
6,459,E. saligna,6,280,elevated,34,wet,29,-0.25,275
6,459,E. saligna,6,280,elevated,34,wet,1,-2.02,285
5,380,E. saligna,5,400,elevated,28,wet,1500,16.7,328
5,380,E. saligna,5,400,elevated,28,wet,1201,15.9,329
5,380,E. saligna,5,400,elevated,28,wet,900,15.2,328
5,380,E. saligna,5,400,elevated,28,wet,701,14,330
5,380,E. saligna,5,400,elevated,28,wet,501,12.7,332
5,380,E. saligna,5,400,elevated,28,wet,301,10.5,337
5,380,E. saligna,5,400,elevated,28,wet,200,7.7,347
5,380,E. saligna,5,400,elevated,28,wet,99,4.1,365
5,380,E. saligna,5,400,elevated,28,wet,60,2.38,374
5,380,E. saligna,5,400,elevated,28,wet,31,0.85,384
5,380,E. saligna,5,400,elevated,28,wet,0,-1.38,403
5,380,E. saligna,5,400,elevated,34,wet,1499,11.2,253
5,380,E. saligna,5,400,elevated,34,wet,1200,11.3,250
5,380,E. saligna,5,400,elevated,34,wet,900,11,250
5,380,E. saligna,5,400,elevated,34,wet,700,10.1,250
5,380,E. saligna,5,400,elevated,34,wet,499,9.09,245
5,380,E. saligna,5,400,elevated,34,wet,300,7.02,253
5,380,E. saligna,5,400,elevated,34,wet,200,4.96,267
5,380,E. saligna,5,400,elevated,34,wet,100,2.57,305
5,380,E. saligna,5,400,elevated,34,wet,61,0.83,351
5,380,E. saligna,5,400,elevated,34,wet,31,0.04,380
5,380,E. saligna,5,400,elevated,34,wet,0,-1.88,487
4,279,E. saligna,4,640,ambient,28,wet,1501,22.9,409
4,279,E. saligna,4,640,ambient,28,wet,1201,21.8,419
4,279,E. saligna,4,640,ambient,28,wet,900,20.5,438
4,279,E. saligna,4,640,ambient,28,wet,699,19.4,448
4,279,E. saligna,4,640,ambient,28,wet,502,17.6,459
4,279,E. saligna,4,640,ambient,28,wet,300,13.5,490
4,279,E. saligna,4,640,ambient,28,wet,202,9.88,518
4,279,E. saligna,4,640,ambient,28,wet,100,5.03,567
4,279,E. saligna,4,640,ambient,28,wet,30,0.83,611
4,279,E. saligna,4,640,ambient,28,wet,-1,-0.93,634
4,279,E. saligna,4,640,ambient,34,wet,1498,20.4,365
4,279,E. saligna,4,640,ambient,34,wet,1199,20.1,369
4,279,E. saligna,4,640,ambient,34,wet,901,18.9,379
4,279,E. saligna,4,640,ambient,34,wet,699,17.7,391
4,279,E. saligna,4,640,ambient,34,wet,498,16,405
4,279,E. saligna,4,640,ambient,34,wet,300,12,449
4,279,E. saligna,4,640,ambient,34,wet,101,4.83,546
4,279,E. saligna,4,640,ambient,34,wet,60,2.46,579
4,279,E. saligna,4,640,ambient,34,wet,30,0.81,604
4,279,E. saligna,4,640,ambient,34,wet,0,-1.98,649
3,151,E. saligna,3,280,ambient,28,wet,1499,8.96,216
3,151,E. saligna,3,280,ambient,28,wet,1200,8.66,207
3,151,E. saligna,3,280,ambient,28,wet,899,8.02,201
3,151,E. saligna,3,280,ambient,28,wet,700,7.31,196
3,151,E. saligna,3,280,ambient,28,wet,500,6.58,191
3,151,E. saligna,3,280,ambient,28,wet,299,5.83,194
3,151,E. saligna,3,280,ambient,28,wet,100,3.21,226
3,151,E. saligna,3,280,ambient,28,wet,59,1.74,245
3,151,E. saligna,3,280,ambient,28,wet,29,0.86,257
3,151,E. saligna,3,280,ambient,28,wet,0,-0.8,290
3,151,E. saligna,3,280,ambient,34,wet,1499,3.62,185
3,151,E. saligna,3,280,ambient,34,wet,1200,3.81,169
3,151,E. saligna,3,280,ambient,34,wet,899,3.42,171
3,151,E. saligna,3,280,ambient,34,wet,700,3.78,166
3,151,E. saligna,3,280,ambient,34,wet,499,3.77,159
3,151,E. saligna,3,280,ambient,34,wet,300,2.5,177
3,151,E. saligna,3,280,ambient,34,wet,199,1.91,186
3,151,E. saligna,3,280,ambient,34,wet,100,1.05,216
3,151,E. saligna,3,280,ambient,34,wet,60,0.34,248
3,151,E. saligna,3,280,ambient,34,wet,31,0.17,257
3,151,E. saligna,3,280,ambient,34,wet,0,-1.32,361
3,143,E. saligna,3,280,ambient,28,wet,1501,11.9,220
3,143,E. saligna,3,280,ambient,28,wet,1199,11.5,220
3,143,E. saligna,3,280,ambient,28,wet,901,11.1,219
3,143,E. saligna,3,280,ambient,28,wet,701,10.7,219
3,143,E. saligna,3,280,ambient,28,wet,500,9.63,223
3,143,E. saligna,3,280,ambient,28,wet,300,8.17,229
3,143,E. saligna,3,280,ambient,28,wet,200,6.55,237
3,143,E. saligna,3,280,ambient,28,wet,100,3.44,254
3,143,E. saligna,3,280,ambient,28,wet,59,2.08,262
3,143,E. saligna,3,280,ambient,28,wet,30,0.45,271
3,143,E. saligna,3,280,ambient,28,wet,0,-1.62,283
3,143,E. saligna,3,280,ambient,34,wet,1500,9.11,210
3,143,E. saligna,3,280,ambient,34,wet,1199,9.08,208
3,143,E. saligna,3,280,ambient,34,wet,899,8.57,210
3,143,E. saligna,3,280,ambient,34,wet,700,8.32,210
3,143,E. saligna,3,280,ambient,34,wet,500,7.56,213
3,143,E. saligna,3,280,ambient,34,wet,299,6.04,224
3,143,E. saligna,3,280,ambient,34,wet,200,4.86,232
3,143,E. saligna,3,280,ambient,34,wet,100,2.55,250
3,143,E. saligna,3,280,ambient,34,wet,59,1.31,259
3,143,E. saligna,3,280,ambient,34,wet,30,0.02,270
3,143,E. saligna,3,280,ambient,34,wet,0,-1.87,286
2,60,E. saligna,2,400,ambient,28,dry,1501,10.7,339
2,60,E. saligna,2,400,ambient,28,dry,1200,10.7,333
2,60,E. saligna,2,400,ambient,28,dry,900,10.6,328
2,60,E. saligna,2,400,ambient,28,dry,700,9.79,327
2,60,E. saligna,2,400,ambient,28,dry,500,9.57,326
2,60,E. saligna,2,400,ambient,28,dry,301,7.93,335
2,60,E. saligna,2,400,ambient,28,dry,200,6.76,341
2,60,E. saligna,2,400,ambient,28,dry,99,3.97,359
2,60,E. saligna,2,400,ambient,28,dry,60,2.58,369
2,60,E. saligna,2,400,ambient,28,dry,29,0.94,380
2,60,E. saligna,2,400,ambient,28,dry,0,-1.19,396
2,60,E. saligna,2,400,ambient,34,dry,1499,9.3,304
2,60,E. saligna,2,400,ambient,34,dry,1200,9.06,298
2,60,E. saligna,2,400,ambient,34,dry,899,9.04,292
2,60,E. saligna,2,400,ambient,34,dry,701,8.74,287
2,60,E. saligna,2,400,ambient,34,dry,500,8.18,287
2,60,E. saligna,2,400,ambient,34,dry,301,6.59,296
2,60,E. saligna,2,400,ambient,34,dry,199,5.35,302
2,60,E. saligna,2,400,ambient,34,dry,99,3.03,330
2,60,E. saligna,2,400,ambient,34,dry,59,1.77,347
2,60,E. saligna,2,400,ambient,34,dry,30,0.77,364
2,60,E. saligna,2,400,ambient,34,dry,0,-1.2,411
2,74,E. saligna,2,400,ambient,28,wet,1500,16.8,317
2,74,E. saligna,2,400,ambient,28,wet,1199,16.2,315
2,74,E. saligna,2,400,ambient,28,wet,901,15.3,314
2,74,E. saligna,2,400,ambient,28,wet,701,14.2,315
2,74,E. saligna,2,400,ambient,28,wet,500,12.4,321
2,74,E. saligna,2,400,ambient,28,wet,300,10,331
2,74,E. saligna,2,400,ambient,28,wet,200,7.72,342
2,74,E. saligna,2,400,ambient,28,wet,100,4.16,363
2,74,E. saligna,2,400,ambient,28,wet,60,2.54,372
2,74,E. saligna,2,400,ambient,28,wet,31,0.87,383
2,74,E. saligna,2,400,ambient,28,wet,0,-1.14,396
2,74,E. saligna,2,400,ambient,34,wet,1500,15.2,284
2,74,E. saligna,2,400,ambient,34,wet,1200,15,283
2,74,E. saligna,2,400,ambient,34,wet,901,14.1,285
2,74,E. saligna,2,400,ambient,34,wet,701,13.4,287
2,74,E. saligna,2,400,ambient,34,wet,501,11.9,293
2,74,E. saligna,2,400,ambient,34,wet,301,10,305
2,74,E. saligna,2,400,ambient,34,wet,199,7.19,324
2,74,E. saligna,2,400,ambient,34,wet,99,4.01,347
2,74,E. saligna,2,400,ambient,34,wet,59,1.97,366
2,74,E. saligna,2,400,ambient,34,wet,31,0.92,375
2,74,E. saligna,2,400,ambient,34,wet,0,-1.13,397
2,44,E. saligna,2,400,ambient,28,wet,1499,15.2,325
2,44,E. saligna,2,400,ambient,28,wet,1201,14.5,326
2,44,E. saligna,2,400,ambient,28,wet,899,14.2,327
2,44,E. saligna,2,400,ambient,28,wet,700,13.7,328
2,44,E. saligna,2,400,ambient,28,wet,501,12.5,331
2,44,E. saligna,2,400,ambient,28,wet,300,9.94,342
2,44,E. saligna,2,400,ambient,28,wet,200,7.49,353
2,44,E. saligna,2,400,ambient,28,wet,100,3.95,371
2,44,E. saligna,2,400,ambient,28,wet,59,2.67,378
2,44,E. saligna,2,400,ambient,28,wet,31,0.82,388
2,44,E. saligna,2,400,ambient,28,wet,-1,-0.74,396
2,44,E. saligna,2,400,ambient,34,wet,1499,14.9,305
2,44,E. saligna,2,400,ambient,34,wet,1201,14.3,304
2,44,E. saligna,2,400,ambient,34,wet,901,14.1,300
2,44,E. saligna,2,400,ambient,34,wet,701,12.9,303
2,44,E. saligna,2,400,ambient,34,wet,499,11.1,311
2,44,E. saligna,2,400,ambient,34,wet,300,8.97,322
2,44,E. saligna,2,400,ambient,34,wet,200,6.8,334
2,44,E. saligna,2,400,ambient,34,wet,99,3.4,357
2,44,E. saligna,2,400,ambient,34,wet,61,1.99,368
2,44,E. saligna,2,400,ambient,34,wet,30,0.61,379
2,44,E. saligna,2,400,ambient,34,wet,0,-0.86,392
7,523,E. sideroxylon,7,640,elevated,28,wet,1500,14.5,415
7,523,E. sideroxylon,7,640,elevated,28,wet,1200,16.7,397
7,523,E. sideroxylon,7,640,elevated,28,wet,901,17.6,397
7,523,E. sideroxylon,7,640,elevated,28,wet,700,14.3,455
7,523,E. sideroxylon,7,640,elevated,28,wet,501,13.3,472
7,523,E. sideroxylon,7,640,elevated,28,wet,300,10.3,507
7,523,E. sideroxylon,7,640,elevated,28,wet,200,9.62,509
7,523,E. sideroxylon,7,640,elevated,28,wet,99,4.33,570
7,523,E. sideroxylon,7,640,elevated,28,wet,60,0.24,617
7,523,E. sideroxylon,7,640,elevated,28,wet,30,-1.42,641
7,523,E. sideroxylon,7,640,elevated,28,wet,0,-2.17,652
7,523,E. sideroxylon,7,640,elevated,34,wet,1499,17.1,445
7,523,E. sideroxylon,7,640,elevated,34,wet,1202,16.3,457
7,523,E. sideroxylon,7,640,elevated,34,wet,899,16.2,447
7,523,E. sideroxylon,7,640,elevated,34,wet,700,14.4,468
7,523,E. sideroxylon,7,640,elevated,34,wet,499,14.1,471
7,523,E. sideroxylon,7,640,elevated,34,wet,301,10.8,494
7,523,E. sideroxylon,7,640,elevated,34,wet,199,5.89,537
7,523,E. sideroxylon,7,640,elevated,34,wet,100,4.08,549
7,523,E. sideroxylon,7,640,elevated,34,wet,61,2.11,569
7,523,E. sideroxylon,7,640,elevated,34,wet,30,-0.91,636
7,523,E. sideroxylon,7,640,elevated,34,wet,0,-3.15,700
4,220,E. sideroxylon,4,640,ambient,28,wet,1498,21.9,520
4,220,E. sideroxylon,4,640,ambient,28,wet,1200,21.6,522
4,220,E. sideroxylon,4,640,ambient,28,wet,901,20.5,522
4,220,E. sideroxylon,4,640,ambient,28,wet,699,18.3,526
4,220,E. sideroxylon,4,640,ambient,28,wet,500,17.1,527
4,220,E. sideroxylon,4,640,ambient,28,wet,300,14.8,536
4,220,E. sideroxylon,4,640,ambient,28,wet,199,11.6,550
4,220,E. sideroxylon,4,640,ambient,28,wet,100,6.57,579
4,220,E. sideroxylon,4,640,ambient,28,wet,59,3.3,599
4,220,E. sideroxylon,4,640,ambient,28,wet,29,1.35,612
4,220,E. sideroxylon,4,640,ambient,28,wet,-1,-2.05,640
4,220,E. sideroxylon,4,640,ambient,34,wet,1500,21.7,446
4,220,E. sideroxylon,4,640,ambient,34,wet,1199,21.6,450
4,220,E. sideroxylon,4,640,ambient,34,wet,901,19.6,465
4,220,E. sideroxylon,4,640,ambient,34,wet,700,18.8,470
4,220,E. sideroxylon,4,640,ambient,34,wet,501,17.2,479
4,220,E. sideroxylon,4,640,ambient,34,wet,299,13.9,502
4,220,E. sideroxylon,4,640,ambient,34,wet,200,10.7,527
4,220,E. sideroxylon,4,640,ambient,34,wet,101,5.53,569
4,220,E. sideroxylon,4,640,ambient,34,wet,60,2.73,592
4,220,E. sideroxylon,4,640,ambient,34,wet,29,0.86,608
4,220,E. sideroxylon,4,640,ambient,34,wet,0,-2.02,634
3,106,E. sideroxylon,3,280,ambient,28,wet,1500,17,219
3,106,E. sideroxylon,3,280,ambient,28,wet,1199,16.2,219
3,106,E. sideroxylon,3,280,ambient,28,wet,900,15.5,220
3,106,E. sideroxylon,3,280,ambient,28,wet,699,15,220
3,106,E. sideroxylon,3,280,ambient,28,wet,499,14,223
3,106,E. sideroxylon,3,280,ambient,28,wet,300,11.7,230
3,106,E. sideroxylon,3,280,ambient,28,wet,200,9.51,237
3,106,E. sideroxylon,3,280,ambient,28,wet,100,4.7,254
3,106,E. sideroxylon,3,280,ambient,28,wet,60,2.41,262
3,106,E. sideroxylon,3,280,ambient,28,wet,30,2.79,260
3,106,E. sideroxylon,3,280,ambient,28,wet,0,-2.12,280
3,106,E. sideroxylon,3,280,ambient,34,wet,1498,15.7,202
3,106,E. sideroxylon,3,280,ambient,34,wet,1201,15.1,204
3,106,E. sideroxylon,3,280,ambient,34,wet,900,15.1,205
3,106,E. sideroxylon,3,280,ambient,34,wet,701,14.3,208
3,106,E. sideroxylon,3,280,ambient,34,wet,500,13.5,211
3,106,E. sideroxylon,3,280,ambient,34,wet,301,11.8,218
3,106,E. sideroxylon,3,280,ambient,34,wet,199,9.22,228
3,106,E. sideroxylon,3,280,ambient,34,wet,100,5.11,246
3,106,E. sideroxylon,3,280,ambient,34,wet,60,1.75,261
3,106,E. sideroxylon,3,280,ambient,34,wet,28,0.88,265
3,106,E. sideroxylon,3,280,ambient,34,wet,0,-1.33,288
6,489,E. sideroxylon,6,280,elevated,28,wet,1499,20.4,223
6,489,E. sideroxylon,6,280,elevated,28,wet,1201,19.6,222
6,489,E. sideroxylon,6,280,elevated,28,wet,899,18.1,227
6,489,E. sideroxylon,6,280,elevated,28,wet,699,17,230
6,489,E. sideroxylon,6,280,elevated,28,wet,500,14.7,235
6,489,E. sideroxylon,6,280,elevated,28,wet,301,11.3,243
6,489,E. sideroxylon,6,280,elevated,28,wet,201,8.39,251
6,489,E. sideroxylon,6,280,elevated,28,wet,99,4.01,263
6,489,E. sideroxylon,6,280,elevated,28,wet,60,1.94,269
6,489,E. sideroxylon,6,280,elevated,28,wet,30,-0.02,275
6,489,E. sideroxylon,6,280,elevated,28,wet,0,-2.48,283
6,489,E. sideroxylon,6,280,elevated,34,wet,1500,18.9,214
6,489,E. sideroxylon,6,280,elevated,34,wet,1203,18,216
6,489,E. sideroxylon,6,280,elevated,34,wet,900,17.2,219
6,489,E. sideroxylon,6,280,elevated,34,wet,700,15.6,224
6,489,E. sideroxylon,6,280,elevated,34,wet,500,13.9,229
6,489,E. sideroxylon,6,280,elevated,34,wet,300,10.4,239
6,489,E. sideroxylon,6,280,elevated,34,wet,199,7.75,246
6,489,E. sideroxylon,6,280,elevated,34,wet,100,3.68,259
6,489,E. sideroxylon,6,280,elevated,34,wet,60,1.99,265
6,489,E. sideroxylon,6,280,elevated,34,wet,30,-0.26,273
6,489,E. sideroxylon,6,280,elevated,34,wet,0,-2.75,283
6,434,E. sideroxylon,6,280,elevated,28,wet,1500,14.2,217
6,434,E. sideroxylon,6,280,elevated,28,wet,1201,13.9,217
6,434,E. sideroxylon,6,280,elevated,28,wet,901,13.4,219
6,434,E. sideroxylon,6,280,elevated,28,wet,699,12.8,219
6,434,E. sideroxylon,6,280,elevated,28,wet,500,11.7,222
6,434,E. sideroxylon,6,280,elevated,28,wet,300,9.21,231
