Room,Pot,Species,Room1,CO2_treatment,Temperature,measurement_temperature,water_treatment,PARi,Photo,Ci
6,420,E. sideroxylon,6,280,elevated,34,wet,500,7.08,211
6,420,E. sideroxylon,6,280,elevated,34,wet,300,5.01,226
6,420,E. sideroxylon,6,280,elevated,34,wet,199,4.21,228
6,420,E. sideroxylon,6,280,elevated,34,wet,101,1.86,249
6,420,E. sideroxylon,6,280,elevated,34,wet,59,0.55,263
6,420,E. sideroxylon,6,280,elevated,34,wet,29,-0.46,280
6,420,E. sideroxylon,6,280,elevated,34,wet,3,-1.79,309
7,521,E. saligna,7,640,elevated,28,wet,1501,12.1,443
7,521,E. saligna,7,640,elevated,28,wet,1201,10.1,482
7,521,E. saligna,7,640,elevated,28,wet,900,9.68,494
7,521,E. saligna,7,640,elevated,28,wet,700,8.82,512
7,521,E. saligna,7,640,elevated,28,wet,500,8.3,521
7,521,E. saligna,7,640,elevated,28,wet,300,8.8,516
7,521,E. saligna,7,640,elevated,28,wet,200,5.46,554
7,521,E. saligna,7,640,elevated,28,wet,100,4.45,563
7,521,E. saligna,7,640,elevated,28,wet,61,2.62,583
7,521,E. saligna,7,640,elevated,28,wet,30,1.3,601
7,521,E. saligna,7,640,elevated,28,wet,0,-0.45,630
7,521,E. saligna,7,640,elevated,34,wet,1501,13.4,452
7,521,E. saligna,7,640,elevated,34,wet,1200,12.9,470
7,521,E. saligna,7,640,elevated,34,wet,900,12.3,484
7,521,E. saligna,7,640,elevated,34,wet,701,11.7,494
7,521,E. saligna,7,640,elevated,34,wet,501,10.7,505
7,521,E. saligna,7,640,elevated,34,wet,300,8.57,526
7,521,E. saligna,7,640,elevated,34,wet,200,6.64,545
7,521,E. saligna,7,640,elevated,34,wet,101,4.21,568
7,521,E. saligna,7,640,elevated,34,wet,59,2.34,586
7,521,E. saligna,7,640,elevated,34,wet,30,0.69,606
7,521,E. saligna,7,640,elevated,34,wet,0,-1.01,632
7,585,E. saligna,7,640,elevated,28,wet,1500,10.8,535
7,585,E. saligna,7,640,elevated,28,wet,1200,10,541
7,585,E. saligna,7,640,elevated,28,wet,900,9.08,547
7,585,E. saligna,7,640,elevated,28,wet,699,8.54,549
7,585,E. saligna,7,640,elevated,28,wet,500,7.57,555
7,585,E. saligna,7,640,elevated,28,wet,301,5.69,570
7,585,E. saligna,7,640,elevated,28,wet,200,5.17,569
7,585,E. saligna,7,640,elevated,28,wet,101,2.75,593
7,585,E. saligna,7,640,elevated,28,wet,60,1.38,607
7,585,E. saligna,7,640,elevated,28,wet,30,0.5,618
7,585,E. saligna,7,640,elevated,28,wet,0,-0.69,635
7,585,E. saligna,7,640,elevated,34,wet,1500,-1.2,756
7,585,E. saligna,7,640,elevated,28,wet,1417,-7.74,598
7,585,E. saligna,7,640,elevated,34,wet,1500,11,466
7,585,E. saligna,7,640,elevated,34,wet,1200,10.6,484
7,585,E. saligna,7,640,elevated,34,wet,899,10.2,494
7,585,E. saligna,7,640,elevated,34,wet,701,9.47,512
7,585,E. saligna,7,640,elevated,34,wet,499,9.2,516
7,585,E. saligna,7,640,elevated,34,wet,300,7.38,536
7,585,E. saligna,7,640,elevated,34,wet,200,5.11,559
7,585,E. saligna,7,640,elevated,34,wet,101,3.05,581
7,585,E. saligna,7,640,elevated,34,wet,60,1.62,598
7,585,E. saligna,7,640,elevated,34,wet,30,0.3,615
7,585,E. saligna,7,640,elevated,34,wet,0,-0.92,632
6,468,E. saligna,6,280,elevated,28,wet,1500,7.79,175
6,468,E. saligna,6,280,elevated,28,wet,1202,8.21,175
6,468,E. saligna,6,280,elevated,28,wet,901,7.94,180
6,468,E. saligna,6,280,elevated,28,wet,700,7.9,182
6,468,E. saligna,6,280,elevated,28,wet,500,7.51,188
6,468,E. saligna,6,280,elevated,28,wet,300,6.44,199
6,468,E. saligna,6,280,elevated,28,wet,200,5.58,207
6,468,E. saligna,6,280,elevated,28,wet,101,3.59,228
6,468,E. saligna,6,280,elevated,28,wet,59,2.14,244
6,468,E. saligna,6,280,elevated,28,wet,30,0.87,261
6,468,E. saligna,6,280,elevated,28,wet,0,-0.48,281
6,468,E. saligna,6,280,elevated,34,wet,1500,6.75,168
6,468,E. saligna,6,280,elevated,34,wet,1200,7.45,176
6,468,E. saligna,6,280,elevated,34,wet,901,7.29,188
6,468,E. saligna,6,280,elevated,34,wet,700,7.72,190
6,468,E. saligna,6,280,elevated,34,wet,501,7.46,194
6,468,E. saligna,6,280,elevated,34,wet,300,6.37,204
6,468,E. saligna,6,280,elevated,34,wet,200,5.41,211
6,468,E. saligna,6,280,elevated,34,wet,101,3.04,234
6,468,E. saligna,6,280,elevated,34,wet,60,1.8,247
6,468,E. saligna,6,280,elevated,34,wet,30,0.68,261
6,468,E. saligna,6,280,elevated,34,wet,0,-0.66,280
6,445,E. saligna,6,280,elevated,28,wet,1499,10.9,198
6,445,E. saligna,6,280,elevated,28,wet,1201,10.7,199
6,445,E. saligna,6,280,elevated,28,wet,900,10.4,201
6,445,E. saligna,6,280,elevated,28,wet,700,9.86,205
6,445,E. saligna,6,280,elevated,28,wet,501,9.25,211
6,445,E. saligna,6,280,elevated,28,wet,300,7.83,221
6,445,E. saligna,6,280,elevated,28,wet,200,6.11,231
6,445,E. saligna,6,280,elevated,28,wet,100,3.52,249
6,445,E. saligna,6,280,elevated,28,wet,61,1.96,260
6,445,E. saligna,6,280,elevated,28,wet,30,0.65,270
6,445,E. saligna,6,280,elevated,28,wet,0,-0.78,281
6,445,E. saligna,6,280,elevated,34,wet,1500,10,192
6,445,E. saligna,6,280,elevated,34,wet,1200,9.75,192
6,445,E. saligna,6,280,elevated,34,wet,899,10.3,190
6,445,E. saligna,6,280,elevated,34,wet,701,9.1,201
6,445,E. saligna,6,280,elevated,34,wet,500,8.89,204
6,445,E. saligna,6,280,elevated,34,wet,301,6.66,224
6,445,E. saligna,6,280,elevated,34,wet,201,6.02,229
6,445,E. saligna,6,280,elevated,34,wet,100,3.11,249
6,445,E. saligna,6,280,elevated,34,wet,61,1.71,258
6,445,E. saligna,6,280,elevated,34,wet,30,-0.02,271
6,445,E. saligna,6,280,elevated,34,wet,0,-1.26,281
5,379,E. saligna,5,400,elevated,28,wet,1500,12.2,297
5,379,E. saligna,5,400,elevated,28,wet,1201,11.8,298
5,379,E. saligna,5,400,elevated,28,wet,900,11.3,303
5,379,E. saligna,5,400,elevated,28,wet,701,11,306
5,379,E. saligna,5,400,elevated,28,wet,501,10.1,313
5,379,E. saligna,5,400,elevated,28,wet,299,8.39,324
5,379,E. saligna,5,400,elevated,28,wet,199,7.04,331
5,379,E. saligna,5,400,elevated,28,wet,100,4.28,352
5,379,E. saligna,5,400,elevated,28,wet,59,2.74,364
5,379,E. saligna,5,400,elevated,28,wet,30,1.11,380
5,379,E. saligna,5,400,elevated,28,wet,0,-0.48,396
5,379,E. saligna,5,400,elevated,34,wet,1500,10.5,287
5,379,E. saligna,5,400,elevated,34,wet,1201,10.2,288
5,379,E. saligna,5,400,elevated,34,wet,900,9.89,288
5,379,E. saligna,5,400,elevated,34,wet,701,9.37,291
5,379,E. saligna,5,400,elevated,34,wet,501,8.75,294
5,379,E. saligna,5,400,elevated,34,wet,299,7.19,306
5,379,E. saligna,5,400,elevated,34,wet,200,5.99,314
5,379,E. saligna,5,400,elevated,34,wet,101,3.42,341
5,379,E. saligna,5,400,elevated,34,wet,61,2.02,356
5,379,E. saligna,5,400,elevated,34,wet,29,0.61,375
5,379,E. saligna,5,400,elevated,34,wet,0,-0.91,399
4,256,E. saligna,4,640,ambient,28,wet,1501,21.7,508
4,256,E. saligna,4,640,ambient,28,wet,1201,20.8,512
4,256,E. saligna,4,640,ambient,28,wet,901,19.1,519
4,256,E. saligna,4,640,ambient,28,wet,701,18,523
4,256,E. saligna,4,640,ambient,28,wet,500,15.6,531
4,256,E. saligna,4,640,ambient,28,wet,300,11.7,552
4,256,E. saligna,4,640,ambient,28,wet,200,9.79,562
4,256,E. saligna,4,640,ambient,28,wet,101,4.86,592
4,256,E. saligna,4,640,ambient,28,wet,60,2.68,606
4,256,E. saligna,4,640,ambient,28,wet,30,-0.08,626
4,256,E. saligna,4,640,ambient,28,wet,0,-1.52,637
4,256,E. saligna,4,640,ambient,34,wet,1500,18.9,472
4,256,E. saligna,4,640,ambient,34,wet,1200,18.5,473
4,256,E. saligna,4,640,ambient,34,wet,899,18.7,468
4,256,E. saligna,4,640,ambient,34,wet,700,16.9,478
4,256,E. saligna,4,640,ambient,34,wet,500,15.3,487
4,256,E. saligna,4,640,ambient,34,wet,300,11.9,511
4,256,E. saligna,4,640,ambient,34,wet,200,8.84,534
4,256,E. saligna,4,640,ambient,34,wet,100,4.25,577
4,256,E. saligna,4,640,ambient,34,wet,59,2.19,597
4,256,E. saligna,4,640,ambient,34,wet,30,0.03,619
4,256,E. saligna,4,640,ambient,34,wet,0,-2.01,642
4,271,E. saligna,4,640,ambient,28,wet,1500,17.5,534
4,271,E. saligna,4,640,ambient,28,wet,1200,16.9,536
4,271,E. saligna,4,640,ambient,28,wet,899,16.4,535
4,271,E. saligna,4,640,ambient,28,wet,699,15.7,537
4,271,E. saligna,4,640,ambient,28,wet,500,14.6,541
4,271,E. saligna,4,640,ambient,28,wet,299,12.1,553
4,271,E. saligna,4,640,ambient,28,wet,200,9.23,567
4,271,E. saligna,4,640,ambient,28,wet,101,5.02,593
4,271,E. saligna,4,640,ambient,28,wet,60,2.74,608
4,271,E. saligna,4,640,ambient,28,wet,31,0.82,621
4,271,E. saligna,4,640,ambient,28,wet,0,-0.31,629
4,271,E. saligna,4,640,ambient,34,wet,1499,19.2,456
4,271,E. saligna,4,640,ambient,34,wet,1200,18.2,456
4,271,E. saligna,4,640,ambient,34,wet,900,17.8,454
4,271,E. saligna,4,640,ambient,34,wet,700,16.5,460
4,271,E. saligna,4,640,ambient,34,wet,500,13.5,481
4,271,E. saligna,4,640,ambient,34,wet,300,8.83,522
4,271,E. saligna,4,640,ambient,34,wet,199,9.38,510
4,271,E. saligna,4,640,ambient,34,wet,100,3.52,575
4,271,E. saligna,4,640,ambient,34,wet,60,1.49,598
4,271,E. saligna,4,640,ambient,34,wet,31,-0.04,617
4,271,E. saligna,4,640,ambient,34,wet,0,-2.11,644
3,155,E. saligna,3,280,ambient,28,wet,1500,10,194
3,155,E. saligna,3,280,ambient,28,wet,1200,10.3,189
3,155,E. saligna,3,280,ambient,28,wet,900,9.3,190
3,155,E. saligna,3,280,ambient,28,wet,700,8.82,191
3,155,E. saligna,3,280,ambient,28,wet,500,8.2,193
3,155,E. saligna,3,280,ambient,28,wet,300,6.17,209
3,155,E. saligna,3,280,ambient,28,wet,201,5.32,214
3,155,E. saligna,3,280,ambient,28,wet,100,3.21,233
3,155,E. saligna,3,280,ambient,28,wet,60,1.49,252
3,155,E. saligna,3,280,ambient,28,wet,31,0.53,264
3,155,E. saligna,3,280,ambient,28,wet,0,-1.54,293
3,155,E. saligna,3,280,ambient,34,wet,1501,5.91,154
3,155,E. saligna,3,280,ambient,34,wet,1199,7.69,125
3,155,E. saligna,3,280,ambient,34,wet,900,5.31,171
3,155,E. saligna,3,280,ambient,34,wet,701,5.39,170
3,155,E. saligna,3,280,ambient,34,wet,501,5.21,169
3,155,E. saligna,3,280,ambient,34,wet,300,4.44,179
3,155,E. saligna,3,280,ambient,34,wet,200,3.55,191
3,155,E. saligna,3,280,ambient,34,wet,100,1.97,222
3,155,E. saligna,3,280,ambient,34,wet,60,0.91,244
3,155,E. saligna,3,280,ambient,34,wet,31,0,266
3,155,E. saligna,3,280,ambient,34,wet,0,-1.7,309
3,159,E. saligna,3,280,ambient,28,wet,1500,10.9,209
3,159,E. saligna,3,280,ambient,28,wet,1199,10.1,202
3,159,E. saligna,3,280,ambient,28,wet,899,9.58,199
3,159,E. saligna,3,280,ambient,28,wet,700,8.92,198
3,159,E. saligna,3,280,ambient,28,wet,500,8.04,202
3,159,E. saligna,3,280,ambient,28,wet,301,7.28,208
3,159,E. saligna,3,280,ambient,28,wet,200,6.08,215
3,159,E. saligna,3,280,ambient,28,wet,100,3.24,240
3,159,E. saligna,3,280,ambient,28,wet,60,1.16,259
3,159,E. saligna,3,280,ambient,28,wet,31,0.71,263
3,159,E. saligna,3,280,ambient,28,wet,0,-0.16,273
3,159,E. saligna,3,280,ambient,34,wet,1501,7.2,177
3,159,E. saligna,3,280,ambient,34,wet,1201,8.23,169
3,159,E. saligna,3,280,ambient,34,wet,900,7.8,181
3,159,E. saligna,3,280,ambient,34,wet,701,7.09,186
3,159,E. saligna,3,280,ambient,34,wet,500,6.72,184
3,159,E. saligna,3,280,ambient,34,wet,299,6.28,176
3,159,E. saligna,3,280,ambient,34,wet,201,4.34,189
3,159,E. saligna,3,280,ambient,34,wet,101,2.09,222
3,159,E. saligna,3,280,ambient,34,wet,60,1.03,241
3,159,E. saligna,3,280,ambient,34,wet,31,-0.09,269
3,159,E. saligna,3,280,ambient,34,wet,0,-1.61,320
2,64,E. saligna,2,400,ambient,28,dry,1501,16.4,318
2,64,E. saligna,2,400,ambient,28,dry,1200,15.9,319
2,64,E. saligna,2,400,ambient,28,dry,901,14.9,320
2,64,E. saligna,2,400,ambient,28,dry,701,14.1,321
2,64,E. saligna,2,400,ambient,28,dry,501,12.7,325
2,64,E. saligna,2,400,ambient,28,dry,300,10.4,334
2,64,E. saligna,2,400,ambient,28,dry,200,8.28,342
2,64,E. saligna,2,400,ambient,28,dry,100,4.53,361
2,64,E. saligna,2,400,ambient,28,dry,61,2.73,371
2,64,E. saligna,2,400,ambient,28,dry,30,1.04,382
2,64,E. saligna,2,400,ambient,28,dry,0,-0.82,395
2,64,E. saligna,2,400,ambient,34,dry,1500,14.6,278
2,64,E. saligna,2,400,ambient,34,dry,1200,14.4,280
2,64,E. saligna,2,400,ambient,34,dry,900,13.7,284
2,64,E. saligna,2,400,ambient,34,dry,699,13,287
2,64,E. saligna,2,400,ambient,34,dry,501,12,291
2,64,E. saligna,2,400,ambient,34,dry,299,9.38,308
2,64,E. saligna,2,400,ambient,34,dry,200,7.35,320
2,64,E. saligna,2,400,ambient,34,dry,100,4.02,347
2,64,E. saligna,2,400,ambient,34,dry,61,2.13,364
2,64,E. saligna,2,400,ambient,34,dry,30,0.59,379
2,64,E. saligna,2,400,ambient,34,dry,0,-1.08,399
2,72,E. saligna,2,400,ambient,28,wet,1500,18.7,284
2,72,E. saligna,2,400,ambient,28,wet,1201,14.9,304
2,72,E. saligna,2,400,ambient,28,wet,900,15.6,301
2,72,E. saligna,2,400,ambient,28,wet,700,15.6,301
2,72,E. saligna,2,400,ambient,28,wet,501,14.7,306
2,72,E. saligna,2,400,ambient,28,wet,300,10.9,327
2,72,E. saligna,2,400,ambient,28,wet,201,8.72,339
2,72,E. saligna,2,400,ambient,28,wet,99,3.99,367
2,72,E. saligna,2,400,ambient,28,wet,60,2.08,377
2,72,E. saligna,2,400,ambient,28,wet,31,0.22,387
2,72,E. saligna,2,400,ambient,28,wet,0,-1.55,398
2,72,E. saligna,2,400,ambient,34,wet,1500,16.3,274
2,72,E. saligna,2,400,ambient,34,wet,1199,15.6,279
2,72,E. saligna,2,400,ambient,34,wet,900,14.7,285
2,72,E. saligna,2,400,ambient,34,wet,699,13.5,292
2,72,E. saligna,2,400,ambient,34,wet,500,12,301
2,72,E. saligna,2,400,ambient,34,wet,301,9.16,319
2,72,E. saligna,2,400,ambient,34,wet,201,6.62,335
2,72,E. saligna,2,400,ambient,34,wet,99,2.93,361
2,72,E. saligna,2,400,ambient,34,wet,61,1.12,374
2,72,E. saligna,2,400,ambient,34,wet,31,-0.51,388
2,72,E. saligna,2,400,ambient,34,wet,0,-2.35,403
7,563,E. sideroxylon,7,640,elevated,28,wet,1501,23.8,420
7,563,E. sideroxylon,7,640,elevated,28,wet,1200,24.3,427
7,563,E. sideroxylon,7,640,elevated,28,wet,901,23.5,440
7,563,E. sideroxylon,7,640,elevated,28,wet,700,22.1,457
7,563,E. sideroxylon,7,640,elevated,28,wet,501,21.2,465
7,563,E. sideroxylon,7,640,elevated,28,wet,301,18,488
7,563,E. sideroxylon,7,640,elevated,28,wet,200,15.2,508
7,563,E. sideroxylon,7,640,elevated,28,wet,99,8.83,555
7,563,E. sideroxylon,7,640,elevated,28,wet,60,3.83,593
7,563,E. sideroxylon,7,640,elevated,28,wet,30,2.22,604
7,563,E. sideroxylon,7,640,elevated,28,wet,0,-1.21,634
7,563,E. sideroxylon,7,640,elevated,34,wet,1500,26.4,467
7,563,E. sideroxylon,7,640,elevated,34,wet,1199,27.2,466
7,563,E. sideroxylon,7,640,elevated,34,wet,901,25.3,482
7,563,E. sideroxylon,7,640,elevated,34,wet,700,24.6,490
7,563,E. sideroxylon,7,640,elevated,34,wet,501,22.4,503
7,563,E. sideroxylon,7,640,elevated,34,wet,301,18.5,523
7,563,E. sideroxylon,7,640,elevated,34,wet,200,15.4,540
7,563,E. sideroxylon,7,640,elevated,34,wet,101,7.7,577
7,563,E. sideroxylon,7,640,elevated,34,wet,60,4.52,594
7,563,E. sideroxylon,7,640,elevated,34,wet,30,1.03,614
7,563,E. sideroxylon,7,640,elevated,34,wet,0,-1.92,633
4,282,E. sideroxylon,4,640,ambient,28,wet,1499,26.1,462
4,282,E. sideroxylon,4,640,ambient,28,wet,1200,26,461
4,282,E. sideroxylon,4,640,ambient,28,wet,899,27.3,453
4,282,E. sideroxylon,4,640,ambient,28,wet,700,20.7,490
4,282,E. sideroxylon,4,640,ambient,28,wet,500,18.6,500
4,282,E. sideroxylon,4,640,ambient,28,wet,300,19,495
4,282,E. sideroxylon,4,640,ambient,28,wet,200,11.8,543
4,282,E. sideroxylon,4,640,ambient,28,wet,100,4.78,589
4,282,E. sideroxylon,4,640,ambient,28,wet,59,6.98,573
4,282,E. sideroxylon,4,640,ambient,28,wet,30,3.54,598
4,282,E. sideroxylon,4,640,ambient,28,wet,0,-0.24,626
4,282,E. sideroxylon,4,640,ambient,34,wet,1500,24.4,426
4,282,E. sideroxylon,4,640,ambient,34,wet,1201,23.7,433
4,282,E. sideroxylon,4,640,ambient,34,wet,900,22.8,440
4,282,E. sideroxylon,4,640,ambient,34,wet,701,22.1,446
4,282,E. sideroxylon,4,640,ambient,34,wet,501,20.2,461
4,282,E. sideroxylon,4,640,ambient,34,wet,300,16.6,488
4,282,E. sideroxylon,4,640,ambient,34,wet,200,13.3,513
4,282,E. sideroxylon,4,640,ambient,34,wet,99,6.79,563
4,282,E. sideroxylon,4,640,ambient,34,wet,61,3.7,588
4,282,E. sideroxylon,4,640,ambient,34,wet,30,0.75,612
4,282,E. sideroxylon,4,640,ambient,34,wet,0,-2.18,637
3,125,E. sideroxylon,3,280,ambient,28,wet,1500,25,200
3,125,E. sideroxylon,3,280,ambient,28,wet,1199,24.1,200
3,125,E. sideroxylon,3,280,ambient,28,wet,900,23.3,200
3,125,E. sideroxylon,3,280,ambient,28,wet,701,22.5,202
3,125,E. sideroxylon,3,280,ambient,28,wet,500,20.5,206
3,125,E. sideroxylon,3,280,ambient,28,wet,300,16.5,219
3,125,E. sideroxylon,3,280,ambient,28,wet,200,21.2,209
3,125,E. sideroxylon,3,280,ambient,28,wet,101,7.31,251
3,125,E. sideroxylon,3,280,ambient,28,wet,60,1.56,269
3,125,E. sideroxylon,3,280,ambient,28,wet,30,3.15,265
3,125,E. sideroxylon,3,280,ambient,28,wet,0,-0.58,277
3,125,E. sideroxylon,3,280,ambient,34,wet,1500,26.4,189
3,125,E. sideroxylon,3,280,ambient,34,wet,1201,24.5,194
3,125,E. sideroxylon,3,280,ambient,34,wet,901,23.6,196
3,125,E. sideroxylon,3,280,ambient,34,wet,701,22.1,201
3,125,E. sideroxylon,3,280,ambient,34,wet,501,20.1,207
3,125,E. sideroxylon,3,280,ambient,34,wet,301,16.4,218
3,125,E. sideroxylon,3,280,ambient,34,wet,201,10.8,236
3,125,E. sideroxylon,3,280,ambient,34,wet,100,6.3,251
3,125,E. sideroxylon,3,280,ambient,34,wet,60,3.49,260
3,125,E. sideroxylon,3,280,ambient,34,wet,30,0.98,268
3,125,E. sideroxylon,3,280,ambient,34,wet,0,-1.98,278
6,458,E. saligna,6,280,elevated,28,wet,1500,15.2,227
6,458,E. saligna,6,280,elevated,28,wet,1200,14.9,226
6,458,E. saligna,6,280,elevated,28,wet,899,14.5,226
6,458,E. saligna,6,280,elevated,28,wet,700,14,226
6,458,E. saligna,6,280,elevated,28,wet,501,12.9,228
6,458,E. saligna,6,280,elevated,28,wet,301,11.1,233
6,458,E. saligna,6,280,elevated,28,wet,200,9.1,239
6,458,E. saligna,6,280,elevated,28,wet,99,5.29,252
6,458,E. saligna,6,280,elevated,28,wet,60,3.13,260
6,458,E. saligna,6,280,elevated,28,wet,30,1.12,268
6,458,E. saligna,6,280,elevated,28,wet,0,-1.01,277
6,458,E. saligna,6,280,elevated,34,wet,1500,15,209
6,458,E. saligna,6,280,elevated,34,wet,1201,15.3,207
6,458,E. saligna,6,280,elevated,34,wet,900,14.5,210
6,458,E. saligna,6,280,elevated,34,wet,699,13.6,215
6,458,E. saligna,6,280,elevated,34,wet,501,13.9,211
6,458,E. saligna,6,280,elevated,34,wet,301,11.2,224
6,458,E. saligna,6,280,elevated,34,wet,200,9.33,229
6,458,E. saligna,6,280,elevated,34,wet,101,5.81,244
6,458,E. saligna,6,280,elevated,34,wet,60,2.25,260
